tag	del	herbarium	herblocate	category	catabbrev	specid	brahms	accession	barcode	Picture	phenology	collector	prefix	number	suffix	addcoll	type	type_of	day	month	year	dateres	collected	monthname	family	cf	taxstat	species	detstatus	detby	detday	detmonth	detyear	detdate	originstat	originid	continent	region	tdwglv1	tdwglv2	tdwgl3name	tdwg	country	majorarea	minorarea	locprefix	gazetteer	lat	ns	long	ew	llunit	llres	llorig	latlong	latdec	longdec	degsq	alt	altmax	altres	altrange	vernacular	language	genus	sp1	author1	rank1	sp2	author2	rank2	sp3	author3	unique	hsaccode	gazcode	hbcode	hstype	sptype	spnumber	spcodetype	cscode	altcs	addcscode	detbycode	conumber	ccid	entrydate	who	notonline
*	 	U		Herbarium sheet	HS	603616	305883		U  0015694	199		"Bakhuizen van den Brink Jr, R.C."		4955					4	9	1931		04-Sep-31	September	Solanaceae		acc	Solanum lycopersicum L.		"Knapp, S.; Peralta, I.E."	0	0	2003	2003			Europe	Middle Europe	0	0			Netherlands	Utrecht			Amersfoort	0	 	0	 					0	0		0	0					Solanum	lycopersicum	L.							0	0	9708	3870	0	2	5328	0	0	1	0	82334	157	1	31/03/2000		 
*	 	U		Herbarium sheet	HS	603628	305895		U  0015706	200		"Rooden, J. van"		38		"Akkermans, L.M.A."			19	7	1969		19-Jul-69	July	Solanaceae		acc	Solanum lycopersicum L.		"Knapp, S.; Peralta, I.E."	0	0	2003	2003			America	South America	0	0			Venezuela	Carabobo			Valencia	0	 	0	 					0	0		0	0					Solanum	lycopersicum	L.							0	0	16450	3870	0	2	5328	0	0	1	0	82334	222	1	31/03/2000		 
*	 	U		Herbarium sheet	HS	603633	305900		U  0015711	201		Collector indigenous (Sur)		105					0	0	1910		1910		Solanaceae		acc	Solanum lycopersicum L.		"Knapp, S.; Peralta, I.E."	0	0	2003	2003			America	South America	0	0			Surinam	Paramaribo			Paramaribo	0	 	0	 					0	0		0	0					Solanum	lycopersicum	L.							0	0	4328	3870	0	2	5328	0	0	1	0	82334	244	1	31/03/2000		 
*	 	U		Herbarium sheet	HS	603634	305901		U  0015712	202		Cantonspark Baarn	53/	924					13	8	1953		13-Aug-53	August	Solanaceae		acc	Solanum lycopersicum L.			0	0	0						0	0			Cultivar					0	 	0	 					0	0		0	0					Solanum	lycopersicum	L.							0	0	7414	3870	0	2	5328	0	0	1	0	0	307	1	31/03/2000		 
*	 	U		Herbarium sheet	HS	603635	305902	45552	U  0015713	203		Unknown		s.n.					0	0	0				Solanaceae		acc	Solanum lycopersicum L.		"Knapp, S.; Peralta, I.E."	0	0	2003	2003					0	0			Cultivar					0	 	0	 					0	0		0	0					Solanum	lycopersicum	L.							0	0	7414	3870	0	2	5328	0	0	1	0	82334	307	1	31/03/2000		 
*	 	U		Herbarium sheet	HS	603636	305903	238504 B	U  0015714	204		Unknown		s.n.					16	9	1949		16-Sep-49	September	Solanaceae		acc	Solanum lycopersicum L.		"Knapp, S.; Peralta, I.E."	0	0	2003	2003					0	0			Cultivar					0	 	0	 					0	0		0	0					Solanum	lycopersicum	L.							0	0	7414	3870	0	2	5328	0	0	1	0	82334	307	1	31/03/2000		 
*	 	U		Herbarium sheet	HS	603637	305904		U  0015715	205		"Boldingh, I."		1204					29	6	1906		29-Jun-06	June	Solanaceae		acc	Solanum lycopersicum L.		"Knapp, S.; Peralta, I.E."	0	0	2003	2003			America	Caribbean	0	0			Netherlands Antilles	St. Eustatius				0	 	0	 					0	0		0	0					Solanum	lycopersicum	L.							0	0	7171	3870	0	2	5328	0	0	1	0	82334	8	1	31/03/2000		 
*	 	U		Herbarium sheet	HS	603638	305905		U  0015716	206		"Buysman, M."		562					0	0	1891		1891		Solanaceae		acc	Solanum lycopersicum L.		"Knapp, S.; Peralta, I.E."	0	0	2003	2003					0	0			Cultivar					0	 	0	 					0	0		0	0					Solanum	lycopersicum	L.							0	0	7414	3870	0	2	5328	0	0	1	0	82334	307	1	31/03/2000		 
*	 	U		Herbarium sheet	HS	603639	305906	84862	U  0015717	207		Unknown		s.n.					0	0	0				Solanaceae		acc	Solanum lycopersicum L.		"Knapp, S.; Peralta, I.E."	0	0	2003	2003					0	0			Cultivar					0	 	0	 					0	0		0	0					Solanum	lycopersicum	L.							0	0	7414	3870	0	2	5328	0	0	1	0	82334	307	1	31/03/2000		 
*	 	U		Herbarium sheet	HS	603640	305907		U  0015718	208		"Buysman, M."		561					28	9	1891		28 September 1891	September	Solanaceae		acc	Solanum lycopersicum L.			0	0	0						0	0			Cultivar					0	 	0	 					0	0		0	0					Solanum	lycopersicum	L.							0	0	7414	3870	0	2	5328	0	0	1	0	0	307	1	31/03/2000		 
*	 	U		Herbarium sheet	HS	603641	305908		U  0015719	209		"Boldingh, I."		2335					30	7	1906		30-Jul-06	July	Solanaceae		acc	Solanum lycopersicum L.		"Knapp, S.; Peralta, I.E."	0	0	2003	2003			America	Caribbean	0	0			Netherlands Antilles	Saba				0	 	0	 					0	0		0	0					Solanum	lycopersicum	L.							0	0	7216	3870	0	2	5328	0	0	1	0	82334	8	1	31/03/2000		 
 	 	U		Herbarium sheet	HS	603642	305909		U  0015720	210		"Stoffers, A.L."		3031					27	4	1953		27-Apr-53	April	Solanaceae		acc	Solanum lycopersicum L.			0	0	0				America	Caribbean	0	0			Netherlands Antilles	Saba				17.38	N	63.14	W	DM	4	NGA	"c. 17°38' N,  63°14' W"	17.633333	-63.233333	NW1763	0	0					Solanum	lycopersicum	L.							0	0	7216	3870	0	2	5328	0	0	1	0	0	8	1	31/03/2000		 
*	 	U		Herbarium sheet	HS	603643	305910		U  0015721	211		"Groll-Meyer, J. van"		97					0	0	0				Solanaceae		acc	Solanum lycopersicum L.			0	0	0				America	Caribbean	0	0			Netherlands Antilles	St. Eustatius				0	 	0	 					0	0		0	0					Solanum	lycopersicum	L.							0	0	7171	3870	0	2	5328	0	0	1	0	0	8	1	31/03/2000		 
*	 	U		Extra sheet	XS	1543665	305910		U  0015722	212		"Groll-Meyer, J. van"		97					0	0	0				Solanaceae		acc	Solanum lycopersicum L.			0	0	0				America	Caribbean	0	0			Netherlands Antilles	St. Eustatius				0	 	0	 					0	0		0	0					Solanum	lycopersicum	L.							0	0	7171	3870	0	0	5328	0	0	1	0	0	8	2	31/03/2000		 
*	 	U		Herbarium sheet	HS	603644	305911	159495 B	U  0015723	213		"Groll-Meyer, J. van"		230					0	0	0				Solanaceae		acc	Solanum lycopersicum L.			0	0	0				America	Caribbean	0	0			Netherlands Antilles	St. Eustatius				0	 	0	 					0	0		0	0					Solanum	lycopersicum	L.							0	0	7171	3870	0	2	5328	0	0	1	0	0	8	1	31/03/2000		 
*	 	U		Herbarium sheet	HS	603645	305912		U  0015724	214		"Boldingh, I."		1203					29	6	1906		29-Jun-06	June	Solanaceae		acc	Solanum lycopersicum L.			0	0	0				America	Caribbean	0	0			Netherlands Antilles	St. Eustatius				0	 	0	 					0	0		0	0					Solanum	lycopersicum	L.							0	0	7171	3870	0	2	5328	0	0	1	0	0	8	1	31/03/2000		 
*	 	U		Herbarium sheet	HS	603646	305913		U  0015725	215		"Groll-Meyer, J. van"		227					0	0	0				Solanaceae		acc	Solanum lycopersicum L.			0	0	0				America	Caribbean	0	0			Netherlands Antilles	St. Eustatius				0	 	0	 					0	0		0	0					Solanum	lycopersicum	L.							0	0	7171	3870	0	2	5328	0	0	1	0	0	8	1	31/03/2000		 
*	 	U		Herbarium sheet	HS	603647	305914		U  0015726	216		"Lakela, O.K."		11950		"Cooley, G.R."			3	12	1966		03-Dec-66	December	Solanaceae		acc	Solanum lycopersicum L.			0	0	0				America	North America	0	0			United States of America	Florida	Lee County		Darling Preserve	0	 	0	 					0	0		0	0					Solanum	lycopersicum	L.							0	0	16454	3870	0	2	5328	0	0	1	0	0	248	1	31/03/2000		 
*	 	U		Herbarium sheet	HS	603648	305915		U  0015727	217		"Leonard, S.W."		2223					27	10	1968		27-Oct-68	October	Solanaceae		acc	Solanum lycopersicum L.			0	0	0				America	North America	0	0			United States of America	North Carolina	Pitt County		Conetoe	0	 	0	 					0	0		0	0					Solanum	lycopersicum	L.							0	0	16449	3870	0	2	5328	0	0	1	0	0	248	1	31/03/2000		 
*	 	U		Herbarium sheet	HS	604478	306743		U  0020900	#N/A		Aschenberg		s.n.					0	0	0				Solanaceae		acc	Solanum lycopersicum L.			0	0	0				America	Caribbean	0	0			Netherlands Antilles	Curaçao				0	 	0	 					0	0		0	0					Solanum	lycopersicum	L.							0	0	1813	3870	0	2	5328	0	0	1	0	0	8	1	18/04/2000		 
 	 	U		Herbarium sheet	HS	706530	403721		U  0103601	#N/A		"Holm-Nielsen, L.B."		27749		"Jaramillo Azanza, J. & Coello, F."			24	10	1980		24-Oct-80	October	Solanaceae		syn	Lycopersicon pimpinellifolium (L.) Mill.		"Nee, M."	0	0	1988	1988			America	South America	0	0			Ecuador	Guayas			Yaguachi Nuevo	2.06	S	79.43	W				"2°06' S,  79°43' W Alt: 50m"	-2.1	-79.716667	SW279	50	0		50			Lycopersicon	pimpinellifolium	(L.) Mill.							0	0	16323	3870	0	0	308778	0	0	1	0	842	63	1	04/01/2006	Admin	 
*	 	U		Herbarium sheet	HS	2076097	1268858		U  0283124	218		Unknown		296					28	4	0		April	April	Solanaceae		syn	Lycopersicon esculentum Mill.		"Nee, M."	0	0	2005	2005			Asia	Malesia	0	0			Indonesia					0	 	0	 		0			0	0		0	0					Lycopersicon	esculentum	Mill.							0	0	456	3870	0	0	37050	0	0	1	0	842	97	1	24/05/2012	Huber	 
 	 	WAG		Herbarium sheet	HS	392704	127517		WAG0122065	219		"Akoègninou, A."		2051		"Agbani, P. & Yédomonhan, H."			24	1	1999		24-Jan-99	January	Solanaceae		acc	Solanum lycopersicum L.		"Hermans, M.J.W."	13	11	2001	13-Nov-01			Africa	West Tropical Africa	0	0			Benin	Collines	Savalou			7.56	N	2	E		5		"7°56' N,  2°00' E"	7.933333	2	NE72	0	0					Solanum	lycopersicum	L.							0	0	1981	594	0	2	5328	0	0	1	0	5338	21	1	22/08/2001		 
 	 	WAG		Herbarium sheet	HS	392705	197678		WAG0122066	220		"Essou, J.-.P."		2762					22	8	2001		22-Aug-01	August	Solanaceae		syn	Lycopersicon esculentum Mill.		"Maesen, L.J.G. van der"	0	11	2002	Nov-02			Africa	West Tropical Africa	0	0			Benin	Atacora	Kouandé		Kouandé	10.2	N	1.41	E				"10°20' N,  1°41' E Alt: 453m"	10.333333	1.683333	NE101	453	0		453			Lycopersicon	esculentum	Mill.							0	0	2964	594	0	2	37050	0	0	1	0	11	21	1	17/09/2004	Folke	 
 	 	WAG		Herbarium sheet	HS	536342	267486		WAG0128049	221		"Roseboom, C.M.T."		599					10	7	2002		10-Jul-02	July	Solanaceae		acc	Solanum lycopersicum L.		"Roseboom, C.M.T."	10	7	2002	10-Jul-02			Europe	Middle Europe	0	0			Netherlands	Gelderland			Nederlands Openluchtmuseum	52.0066	N	5.5483	E		6		"52°00.7' N,  5°54.8' E"	52.011	5.913833	NE525	0	0			Tomaat	Dutch	Solanum	lycopersicum	L.							0	0	3737	594	0	0	5328	0	0	1	0	203	157	1	04/10/2006	JanW	 
 	 	WAG		Herbarium sheet	HS	366274	165425		WAG0159279	222		"Essou, J.-.P."		3370					26	9	2002		26-Sep-02	September	Solanaceae		acc	Solanum lycopersicum L.			0	0	0				Africa	West Tropical Africa	0	0			Benin	Ouémé	Porto-Novo		Dodji	6.3	N	2.4	E	DM	4	GOOGL	"c. 6°30' N,  2°40' E Alt: 20m"	6.5	2.666667	NE62	20	0		20			Solanum	lycopersicum	L.							0	0	2852	594	0	2	5328	0	0	1	0	0	21	1	13/06/2003		 
 	 	WAG		Extra sheet	XS	1503427	165425		WAG0159280	223		"Essou, J.-.P."		3370					26	9	2002		26-Sep-02	September	Solanaceae		acc	Solanum lycopersicum L.			0	0	0				Africa	West Tropical Africa	0	0			Benin	Ouémé	Porto-Novo		Dodji	6.3	N	2.4	E	DM	4	GOOGL	"c. 6°30' N,  2°40' E Alt: 20m"	6.5	2.666667	NE62	20	0		20			Solanum	lycopersicum	L.							0	0	2852	594	0	0	5328	0	0	1	0	0	21	2	13/06/2003		 
 	 	WAG		Extra sheet	XS	1503428	165425		WAG0159281	224		"Essou, J.-.P."		3370					26	9	2002		26-Sep-02	September	Solanaceae		acc	Solanum lycopersicum L.			0	0	0				Africa	West Tropical Africa	0	0			Benin	Ouémé	Porto-Novo		Dodji	6.3	N	2.4	E	DM	4	GOOGL	"c. 6°30' N,  2°40' E Alt: 20m"	6.5	2.666667	NE62	20	0		20			Solanum	lycopersicum	L.							0	0	2852	594	0	0	5328	0	0	1	0	0	21	2	13/06/2003		 
 	 	WAG		Extra sheet	XS	2045526	1258086		WAG0253932	#N/A		"Bravenboer, L."		82					0	0	1963		1963		Solanaceae		syn	Lycopersicon pimpinellifolium (L.) Mill.			0	0	0						0	0			Unknown					0	 	0	 					0	0		0	0					Lycopersicon	pimpinellifolium	(L.) Mill.							0	0	76	594	0	0	308778	0	0	1	0	0	241	2	27/02/2012	Wieri	 
 	 	WAG		Extra sheet	XS	2045527	1258086		WAG0253933	#N/A		"Bravenboer, L."		82					0	0	1963		1963		Solanaceae		syn	Lycopersicon pimpinellifolium (L.) Mill.			0	0	0						0	0			Unknown					0	 	0	 					0	0		0	0					Lycopersicon	pimpinellifolium	(L.) Mill.							0	0	76	594	0	0	308778	0	0	1	0	0	241	2	27/02/2012	Wieri	 
 	 	WAG		Extra sheet	XS	2045528	1258086		WAG0253934	#N/A		"Bravenboer, L."		82					0	0	1963		1963		Solanaceae		syn	Lycopersicon pimpinellifolium (L.) Mill.			0	0	0						0	0			Unknown					0	 	0	 					0	0		0	0					Lycopersicon	pimpinellifolium	(L.) Mill.							0	0	76	594	0	0	308778	0	0	1	0	0	241	2	27/02/2012	Wieri	 
 	 	WAG		Extra sheet	XS	2045529	1258086		WAG0253935	#N/A		"Bravenboer, L."		82					0	0	1963		1963		Solanaceae		syn	Lycopersicon pimpinellifolium (L.) Mill.			0	0	0						0	0			Unknown					0	 	0	 					0	0		0	0					Lycopersicon	pimpinellifolium	(L.) Mill.							0	0	76	594	0	0	308778	0	0	1	0	0	241	2	27/02/2012	Wieri	 
 	 	WAG		Herbarium sheet	HS	2045525	1258086		WAG0253936	#N/A		"Bravenboer, L."		82					0	0	1963		1963		Solanaceae		syn	Lycopersicon pimpinellifolium (L.) Mill.			0	0	0						0	0			Unknown					0	 	0	 					0	0		0	0					Lycopersicon	pimpinellifolium	(L.) Mill.							0	0	76	594	0	0	308778	0	0	1	0	0	241	1	27/02/2012	Wieri	 
 	 	WAG		Extra sheet	XS	2045520	1258084		WAG0253939	#N/A		"Bravenboer, L."		109					0	0	1963		1963		Solanaceae		syn	Lycopersicon pimpinellifolium (L.) Mill.			0	0	0						0	0			Unknown					0	 	0	 					0	0		0	0					Lycopersicon	pimpinellifolium	(L.) Mill.							0	0	76	594	0	0	308778	0	0	1	0	0	241	2	27/02/2012	Wieri	 
 	 	WAG		Extra sheet	XS	2045521	1258084		WAG0253940	#N/A		"Bravenboer, L."		109					0	0	1963		1963		Solanaceae		syn	Lycopersicon pimpinellifolium (L.) Mill.			0	0	0						0	0			Unknown					0	 	0	 					0	0		0	0					Lycopersicon	pimpinellifolium	(L.) Mill.							0	0	76	594	0	0	308778	0	0	1	0	0	241	2	27/02/2012	Wieri	 
 	 	WAG		Extra sheet	XS	2045522	1258084		WAG0253941	#N/A		"Bravenboer, L."		109					0	0	1963		1963		Solanaceae		syn	Lycopersicon pimpinellifolium (L.) Mill.			0	0	0						0	0			Unknown					0	 	0	 					0	0		0	0					Lycopersicon	pimpinellifolium	(L.) Mill.							0	0	76	594	0	0	308778	0	0	1	0	0	241	2	27/02/2012	Wieri	 
 	 	WAG		Herbarium sheet	HS	2045519	1258084		WAG0253942	#N/A		"Bravenboer, L."		109					0	0	1963		1963		Solanaceae		syn	Lycopersicon pimpinellifolium (L.) Mill.			0	0	0						0	0			Unknown					0	 	0	 					0	0		0	0					Lycopersicon	pimpinellifolium	(L.) Mill.							0	0	76	594	0	0	308778	0	0	1	0	0	241	1	27/02/2012	Wieri	 
 	 	WAG		Extra sheet	XS	2045516	1258083		WAG0253943	#N/A		"Bravenboer, L."		73					0	0	1963		1963		Solanaceae		syn	Lycopersicon hirsutum Dunal			0	0	0						0	0			Unknown					0	 	0	 					0	0		0	0					Lycopersicon	hirsutum	Dunal							0	0	76	594	0	0	308777	0	0	1	0	0	241	2	27/02/2012	Wieri	 
 	 	WAG		Extra sheet	XS	2045517	1258083		WAG0253944	#N/A		"Bravenboer, L."		73					0	0	1963		1963		Solanaceae		syn	Lycopersicon hirsutum Dunal			0	0	0						0	0			Unknown					0	 	0	 					0	0		0	0					Lycopersicon	hirsutum	Dunal							0	0	76	594	0	0	308777	0	0	1	0	0	241	2	27/02/2012	Wieri	 
 	 	WAG		Extra sheet	XS	2045518	1258083		WAG0253945	#N/A		"Bravenboer, L."		73					0	0	1963		1963		Solanaceae		syn	Lycopersicon hirsutum Dunal			0	0	0						0	0			Unknown					0	 	0	 					0	0		0	0					Lycopersicon	hirsutum	Dunal							0	0	76	594	0	0	308777	0	0	1	0	0	241	2	27/02/2012	Wieri	 
 	 	WAG		Herbarium sheet	HS	2045515	1258083		WAG0253946	#N/A		"Bravenboer, L."		73					0	0	1963		1963		Solanaceae		syn	Lycopersicon hirsutum Dunal			0	0	0						0	0			Unknown					0	 	0	 					0	0		0	0					Lycopersicon	hirsutum	Dunal							0	0	76	594	0	0	308777	0	0	1	0	0	241	1	27/02/2012	Wieri	 
 	 	WAG		Extra sheet	XS	1795171	238017		WAG0338409	225		"Jansen, P.C.M."		4985					19	1	1976		19-Jan-76	January	Solanaceae		syn	Lycopersicon esculentum Mill.		"Lester, R.N."	5	3	2005	05-Mar-05			Africa	Northeast Tropical Africa	0	0			Ethiopia	Illubabor				8.08	N	34.34	E	DM	4	map	"c. 8°08' N,  34°34' E Alt: 570m"	8.133333	34.566667	NE834	570	0		570			Lycopersicon	esculentum	Mill.							0	0	854	594	0	0	37050	0	0	1	0	81086	69	2	01/11/2005	JanW	 
 	 	WAG		Herbarium sheet	HS	472190	238017		WAG0338410	226		"Jansen, P.C.M."		4985					19	1	1976		19-Jan-76	January	Solanaceae		syn	Lycopersicon esculentum Mill.		"Lester, R.N."	5	3	2005	05-Mar-05			Africa	Northeast Tropical Africa	0	0			Ethiopia	Illubabor				8.08	N	34.34	E	DM	4	map	"c. 8°08' N,  34°34' E Alt: 570m"	8.133333	34.566667	NE834	570	0		570			Lycopersicon	esculentum	Mill.							0	0	854	594	0	0	37050	0	0	1	0	81086	69	1	01/11/2005	JanW	 
 	 	WAG		Extra sheet	XS	2075758	230726		WAG0463666	227		"Westphal, E."		2889		"Westphal-Stevels, J.M.C."			1	12	1967		01-Dec-67	December	Solanaceae		acc	Solanum lycopersicum L.		"Amshoff, G.J.H."	0	0	1972	1972			Africa	Northeast Tropical Africa	0	0			Ethiopia	Sidamo				7.01	N	37.54	E	DM	4	GOOGL	"c. 7°01' N,  37°54' E Alt: 1850m"	7.016667	37.9	NE737	1850	0		1850			Solanum	lycopersicum	L.							0	0	71	594	0	0	5328	0	0	1	0	2024	69	2	07/10/2005	JanW	 
 	 	WAG		Herbarium sheet	HS	455543	230726		WAG0463667	228		"Westphal, E."		2889		"Westphal-Stevels, J.M.C."			1	12	1967		01-Dec-67	December	Solanaceae		acc	Solanum lycopersicum L.		"Amshoff, G.J.H."	0	0	1972	1972			Africa	Northeast Tropical Africa	0	0			Ethiopia	Sidamo				7.01	N	37.54	E	DM	4	GOOGL	"c. 7°01' N,  37°54' E Alt: 1850m"	7.016667	37.9	NE737	1850	0		1850			Solanum	lycopersicum	L.							0	0	71	594	0	0	5328	0	0	1	0	2024	69	1	07/10/2005	JanW	 
 	 	WAG		Herbarium sheet	HS	456792	231109		WAG0463668	229		"Westphal, E."		705		"Westphal-Stevels, J.M.C."			18	7	1967		18-Jul-67	July	Solanaceae		acc	Solanum lycopersicum L.		"Amshoff, G.J.H."	0	0	1972	1972			Africa	Northeast Tropical Africa	0	0			Ethiopia	Harerge				9.25	N	42.02	E	DM	5	GOOGL	"9°25' N,  42°02' E Alt: 2050m"	9.416667	42.033333	NE942	2050	0		2050			Solanum	lycopersicum	L.							0	0	920	594	0	0	5328	0	0	1	0	2024	69	1	07/10/2005	JanW	 
*	 	WAG		Extra sheet	XS	2075759	231184		WAG0463669	230		"Westphal, E."		780		"Westphal-Stevels, J.M.C."			18	7	1967		18-Jul-67	July	Solanaceae		acc	Solanum lycopersicum L.		"Amshoff, G.J.H."	0	0	1972	1972			Africa	Northeast Tropical Africa	0	0			Ethiopia	Harerge				0	 	0	 				Alt: 2000m	0	0		2000	0		2000			Solanum	lycopersicum	L.							0	0	920	594	0	0	5328	0	0	1	0	2024	69	2	07/10/2005	JanW	 
*	 	WAG		Herbarium sheet	HS	456971	231184		WAG0463670	231		"Westphal, E."		780		"Westphal-Stevels, J.M.C."			18	7	1967		18-Jul-67	July	Solanaceae		acc	Solanum lycopersicum L.		"Amshoff, G.J.H."	0	0	1972	1972			Africa	Northeast Tropical Africa	0	0			Ethiopia	Harerge				0	 	0	 				Alt: 2000m	0	0		2000	0		2000			Solanum	lycopersicum	L.							0	0	920	594	0	0	5328	0	0	1	0	2024	69	1	07/10/2005	JanW	 
 	 	WAG		Herbarium sheet	HS	372019	200020		WAG0463671	232		"Meer, P.P.C. van"		90					25	7	1965		25-Jul-65	July	Solanaceae		acc	Solanum lycopersicum L.		"Hoeven, E.P. van der"	0	0	1971	1971			Africa	West Tropical Africa	0	0			Liberia	Montserrado				6.47	N	10.49	W		3		"c. 6°47' N,  10°49' W"	6.783333	-10.816667	NW610	0	0					Solanum	lycopersicum	L.							0	0	292	594	0	0	5328	0	0	1	0	81129	119	1	02/11/2004	JanW	 
*	 	WAG		Extra sheet	XS	2076159	1268896		WAG0463672	233		"Eijnatten, C.L.M. van"		1318					26	3	1966		26-Mar-66	March	Solanaceae		acc	Solanum lycopersicum L.		"Goedhart, C."	0	0	1967	1967			Africa	West Tropical Africa	0	0			Nigeria	Oyo State	Ibadan District		Ibadan	7.23	N	3.54	E		4		"c. 7°23' N,  3°54' E"	7.383333	3.9	NE73	0	0					Solanum	lycopersicum	L.							0	0	1881	594	0	0	5328	0	0	1	0	81262	154	2	24/05/2012	Huber	 
*	 	WAG		Herbarium sheet	HS	2076158	1268896		WAG0463673	234		"Eijnatten, C.L.M. van"		1318					26	3	1966		26-Mar-66	March	Solanaceae		acc	Solanum lycopersicum L.		"Goedhart, C."	0	0	1967	1967			Africa	West Tropical Africa	0	0			Nigeria	Oyo State	Ibadan District		Ibadan	7.23	N	3.54	E		4		"c. 7°23' N,  3°54' E"	7.383333	3.9	NE73	0	0					Solanum	lycopersicum	L.							0	0	1881	594	0	0	5328	0	0	1	0	81262	154	1	24/05/2012	Huber	 
*	 	WAG		Extra sheet	XS	2076155	1268894		WAG0463674	235		"Westphal, E."		436		"Westphal-Stevels, J.M.C."			6	8	1967		06-Aug-67	August	Solanaceae		acc	Solanum lycopersicum L.		"Amshoff, G.J.H."	0	0	1972	1972			Africa	Northeast Tropical Africa	0	0			Ethiopia				Alemaya	0	 	0	 				Alt: 2000m	0	0		2000	0		2000			Solanum	lycopersicum	L.							0	0	102092	594	0	0	5328	0	0	1	0	2024	69	2	24/05/2012	Huber	 
*	 	WAG		Herbarium sheet	HS	2076154	1268894		WAG0463675	236		"Westphal, E."		436		"Westphal-Stevels, J.M.C."			6	8	1967		06-Aug-67	August	Solanaceae		acc	Solanum lycopersicum L.		"Amshoff, G.J.H."	0	0	1972	1972			Africa	Northeast Tropical Africa	0	0			Ethiopia				Alemaya	0	 	0	 				Alt: 2000m	0	0		2000	0		2000			Solanum	lycopersicum	L.							0	0	102092	594	0	0	5328	0	0	1	0	2024	69	1	24/05/2012	Huber	 
*	 	WAG		Extra sheet	XS	456029	230890		WAG0463676	237		"Westphal, E."		477		"Westphal-Stevels, J.M.C."			6	7	1967		06-Jul-67	July	Solanaceae		acc	Solanum lycopersicum L.		"Amshoff, G.J.H."	0	0	1972	1972			Africa	Northeast Tropical Africa	0	0			Ethiopia	Harerge				0	 	0	 				Alt: 2000m	0	0		2000	0		2000			Solanum	lycopersicum	L.							0	0	920	594	0	0	5328	0	0	1	0	2024	69	2	07/10/2005	JanW	 
*	 	WAG		Herbarium sheet	HS	456028	230890		WAG0463677	238		"Westphal, E."		477		"Westphal-Stevels, J.M.C."			6	7	1967		06-Jul-67	July	Solanaceae		acc	Solanum lycopersicum L.		"Amshoff, G.J.H."	0	0	1972	1972			Africa	Northeast Tropical Africa	0	0			Ethiopia	Harerge				0	 	0	 				Alt: 2000m	0	0		2000	0		2000			Solanum	lycopersicum	L.							0	0	920	594	0	0	5328	0	0	1	0	2024	69	1	07/10/2005	JanW	 
*	 	WAG		Extra sheet	XS	2076157	1268895		WAG0463678	239		"Jansen, J.W.A."		1414	A!				30	1	1969		30-Jan-69	January	Solanaceae		acc	Solanum lycopersicum L.		"Stevels, J.M.C."	22	5	1990	22-May-90			Africa	West Tropical Africa	0	0			Liberia	Nimba			Ganta	7.14	N	8.59	W			FS	"7°14' N,  8°59' W"	7.233333	-8.983333	NW78	0	0					Solanum	lycopersicum	L.							0	0	308	594	0	0	5328	0	0	1	0	81319	119	2	24/05/2012	Huber	 
*	 	WAG		Herbarium sheet	HS	2076156	1268895		WAG0463679	240		"Jansen, J.W.A."		1414	A!				30	1	1969		30-Jan-69	January	Solanaceae		acc	Solanum lycopersicum L.		"Stevels, J.M.C."	22	5	1990	22-May-90			Africa	West Tropical Africa	0	0			Liberia	Nimba			Ganta	7.14	N	8.59	W			FS	"7°14' N,  8°59' W"	7.233333	-8.983333	NW78	0	0					Solanum	lycopersicum	L.							0	0	308	594	0	0	5328	0	0	1	0	81319	119	1	24/05/2012	Huber	 
*	 	WAG		Herbarium sheet	HS	2076149	1268889		WAG0463680	241		"Bruijn, J. de"		685					29	8	1964		29-Aug-64	August	Solanaceae		acc	Solanum lycopersicum L.			0	0	0				Europe	Middle Europe	0	0			Netherlands	Gelderland			Millingen aan de Rijn	0	 	0	 					0	0		0	0					Solanum	lycopersicum	L.							0	0	99435	594	0	0	5328	0	0	1	0	0	157	1	24/05/2012	Huber	 
*	 	WAG		Herbarium sheet	HS	2076150	1268890		WAG0463681	242		"Otto, H."		59					26	9	1941		26-Sep-41	September	Solanaceae		acc	Solanum lycopersicum L.		"Reichgelt, T.J.; Ooststroom, S.J. van"	0	2	1966	Feb-66			Europe	Middle Europe	0	0			Netherlands	Gelderland			Elst	0	 	0	 					0	0		0	0					Solanum	lycopersicum	L.							0	0	50187	594	0	0	5328	0	0	1	0	22130	157	1	24/05/2012	Huber	 
*	 	WAG		Herbarium sheet	HS	2076151	1268891		WAG0463682	243		Geertsema		94					0	8	1934		Aug-34	August	Solanaceae		acc	Solanum lycopersicum L.		"Reichgelt, T.J.; Ooststroom, S.J. van"	0	2	1966	Feb-66			Europe	Middle Europe	0	0			Netherlands	Noord-Holland			Oostzanergat	52.474547	N	4.8242	E	DD			"52°28.47' N,  4°49.45' E"	52.474547	4.8242	NE524	0	0					Solanum	lycopersicum	L.							0	0	97068	594	0	0	5328	0	0	1	0	22130	157	1	24/05/2012	Huber	 
